"ReportLast90_21 (2021-01-07 - 2021-04-06)"
Date	CampaignName	AvgClickPosition	Impressions	Clicks	Ctr	Cost	AvgCpc	AvgPageviews	Placement
2021-03-08	Test API Sandbox campaign 1	1.11	578	44	7.61	25420000	580000	1.75	pda-rasp
2021-03-08	Test API Sandbox campaign 1	1.25	318	22	6.92	19580000	890000	4.00	pda-rasp
2021-03-08	Test API Sandbox campaign 1	--	41	0	0.00	0	--	--	play-other
2021-03-08	Test API Sandbox campaign 1	1.14	263	68	25.86	47800000	700000	3.12	play-other
2021-03-08	Test API Sandbox campaign 1	1.15	1416	93	6.57	54150000	580000	2.35	product.ru
2021-03-08	Test API Sandbox campaign 1	1.15	1436	102	7.10	32540000	320000	1.90	rasp.yandex.ru
2021-03-08	Test API Sandbox campaign 1	1.21	148	52	35.14	28470000	550000	1.59	rasp.yandex.ru
2021-03-08	Test API Sandbox campaign 1	1.22	182	13	7.14	3310000	250000	3.00	referer-info
2021-03-08	Test API Sandbox campaign 1	1.18	1013	124	12.24	95590000	770000	1.08	referer-info
2021-03-08	Test API Sandbox campaign 1	1.18	1333	91	6.83	33560000	370000	1.87	salon.su
2021-03-08	Test API Sandbox campaign 1	1.00	135	2	1.48	1020000	510000	2.00	salon.su
2021-03-08	Test API Sandbox campaign 1	1.20	286	14	4.90	16020000	1140000	5.00	sarafan.ru
2021-03-08	Test API Sandbox campaign 1	1.17	500	32	6.40	8140000	250000	4.00	sarafan.ru
2021-03-08	Test API Sandbox campaign 1	1.18	247	23	9.31	9280000	400000	2.80	search.3dnews.ru
2021-03-08	Test API Sandbox campaign 1	1.21	406	82	20.20	47540000	580000	3.83	search.3dnews.ru
2021-03-08	Test API Sandbox campaign 1	1.25	985	25	2.54	10170000	410000	1.40	search.74mail.ru
2021-03-08	Test API Sandbox campaign 1	1.13	436	21	4.82	23260000	1110000	1.44	search.74mail.ru
2021-03-08	Test API Sandbox campaign 1	1.13	1564	40	2.56	21860000	550000	3.86	search.tut.by
2021-03-08	Test API Sandbox campaign 1	1.22	35	13	37.14	14870000	1140000	2.00	search.tut.by
2021-03-08	Test API Sandbox campaign 1	1.18	514	148	28.79	136780000	920000	3.65	slider-beta
2021-03-08	Test API Sandbox campaign 1	1.17	210	64	30.48	62030000	970000	3.33	slider-beta
2021-03-08	Test API Sandbox campaign 1	1.24	472	83	17.58	49070000	590000	2.47	sota1.ru
2021-03-08	Test API Sandbox campaign 1	1.20	756	64	8.47	42970000	670000	1.35	sotaland.ru
2021-03-08	Test API Sandbox campaign 1	1.18	1136	78	6.87	58980000	760000	3.59	tamognia.ru
2021-03-08	Test API Sandbox campaign 1	1.19	2256	180	7.98	144920000	810000	4.00	tamognia.ru
2021-03-08	Test API Sandbox campaign 1	1.25	74	22	29.73	13980000	640000	1.00	tamognia.ru
2021-03-08	Test API Sandbox campaign 1	1.22	1569	67	4.27	38770000	580000	1.22	tel.yandex.ru
2021-03-08	Test API Sandbox campaign 1	1.25	134	10	7.46	7630000	760000	2.00	tel.yandex.ru
2021-03-08	Test API Sandbox campaign 1	1.19	769	57	7.41	29360000	520000	4.59	telegraf.by
2021-03-08	Test API Sandbox campaign 1	1.16	175	42	24.00	39660000	940000	3.00	telegraf.by
2021-03-08	Test API Sandbox campaign 1	1.25	1664	132	7.93	33560000	250000	2.00	test2.yandex.ru
2021-03-08	Test API Sandbox campaign 1	1.06	876	40	4.57	36610000	920000	4.47	test3.yandex.ru
2021-03-08	Test API Sandbox campaign 1	1.12	727	32	4.40	14110000	440000	4.17	test4.yandex.ru
2021-03-08	Test API Sandbox campaign 1	1.20	1848	108	5.84	53390000	490000	1.91	touch-apps
2021-03-08	Test API Sandbox campaign 1	1.19	1724	86	4.99	80590000	940000	2.73	travel.ru
2021-03-08	Test API Sandbox campaign 1	1.16	3339	186	5.57	138810000	750000	1.00	vashdom.ru
2021-03-08	Test API Sandbox campaign 1	--	87	0	0.00	0	--	--	vashdom.ru
2021-03-08	Test API Sandbox campaign 1	1.20	1096	114	10.40	38900000	340000	3.20	video-upload
2021-03-08	Test API Sandbox campaign 1	1.25	72	22	30.56	5590000	250000	1.00	video-upload
2021-03-08	Test API Sandbox campaign 1	1.15	3675	315	8.57	280300000	890000	1.36	weather-main
2021-03-08	Test API Sandbox campaign 1	1.13	1505	29	1.93	18050000	620000	2.18	weather.yandex.ru
2021-03-08	Test API Sandbox campaign 1	1.14	112	10	8.93	2540000	250000	2.00	yandex-2009-main
2021-03-08	Test API Sandbox campaign 1	1.18	596	87	14.60	52630000	600000	1.81	yandex-2009-main
2021-03-08	Test API Sandbox campaign 1	1.18	36	15	41.67	11440000	760000	1.00	yandex.ru
2021-03-08	Test API Sandbox campaign 1	1.22	359	88	24.51	36100000	410000	3.27	yandex.ru
2021-03-09	Test API Sandbox campaign 1	1.15	7160	240	3.35	118220000	490000	2.00	yandex.ru (главная страница)
2021-03-09	Test API Sandbox campaign 1	1.18	2500	630	25.20	282200000	450000	2.76	yandex.ru (главная страница)
2021-03-09	Test API Sandbox campaign 1	1.00	1240	9	0.73	4580000	510000	3.14	yandex.ru (главная страница)
2021-03-09	Test API Sandbox campaign 1	1.14	26	9	34.62	9150000	1020000	5.00	yandex.ru (главная страница)
2021-03-09	Test API Sandbox campaign 1	1.10	1748	49	2.80	24030000	490000	4.89	yandex.ru (главная страница)
2021-03-09	Test API Sandbox campaign 1	1.00	78	8	10.26	2030000	250000	5.00	yandex.ru (главная страница)
2021-03-09	Test API Sandbox campaign 1	1.18	871	50	5.74	16910000	340000	1.43	yandex.ru (главная страница)
2021-03-09	Test API Sandbox campaign 1	1.09	1104	44	3.99	30510000	690000	1.24	yandex.ru (главная страница)
2021-03-09	Test API Sandbox campaign 1	1.20	892	112	12.56	113900000	1020000	1.98	yandex.ru (главная страница)
2021-03-09	Test API Sandbox campaign 1	1.17	352	62	17.61	41950000	680000	2.00	yandex.ru (главная страница)
2021-03-09	Test API Sandbox campaign 1	1.18	98	30	30.61	34320000	1140000	3.00	yandex.ru (главная страница)
2021-03-09	Test API Sandbox campaign 1	1.13	396	49	12.37	21230000	430000	3.34	yandex.ru (главная страница)
2021-03-09	Test API Sandbox campaign 1	1.22	318	58	18.24	23640000	410000	3.08	yandex.ru (главная страница)
2021-03-09	Test API Sandbox campaign 1	1.21	329	19	5.78	18180000	960000	2.75	yandex.ru (главная страница)
2021-03-09	Test API Sandbox campaign 1	1.00	802	10	1.25	2540000	250000	3.50	yandex.ru (главная страница)
2021-03-09	Test API Sandbox campaign 1	1.22	1922	150	7.80	64320000	430000	2.32	yandex.ru (главная страница)
2021-03-09	Test API Sandbox campaign 1	1.00	671	10	1.49	10040000	1000000	2.43	yandex.ru (главная страница)
2021-03-09	Test API Sandbox campaign 1	1.22	417	70	16.79	22370000	320000	4.41	yandex.ru (главная страница)
2021-03-09	Test API Sandbox campaign 1	1.15	152	33	21.71	28220000	860000	4.00	yandex.ru (главная страница)
2021-03-09	Test API Sandbox campaign 1	1.13	165	39	23.64	33180000	850000	4.31	yandex.ru (главная страница)
2021-03-09	Test API Sandbox campaign 1	1.11	66	12	18.18	5080000	420000	3.00	yandex.ru (главная страница)
2021-03-09	Test API Sandbox campaign 1	1.16	998	57	5.71	24150000	420000	3.49	yandex.ru (главная страница)
2021-03-09	Test API Sandbox campaign 1	1.14	160	18	11.25	13730000	760000	4.00	Я.Каталог
2021-03-09	Test API Sandbox campaign 1	1.21	3156	134	4.25	42460000	320000	4.38	Я.Каталог
2021-03-09	Test API Sandbox campaign 1	1.18	233	109	46.78	66860000	610000	3.53	
2021-03-09	Test API Sandbox campaign 1	1.12	114	24	21.05	6100000	250000	2.70	
2021-03-09	Test API Sandbox campaign 1	1.19	278	42	15.11	45760000	1090000	3.67	3dnews.ru
2021-03-09	Test API Sandbox campaign 1	1.12	2520	70	2.78	19070000	270000	4.38	3dnews.ru
2021-03-09	Test API Sandbox campaign 1	1.12	426	40	9.39	29240000	730000	1.40	afisha-main
2021-03-09	Test API Sandbox campaign 1	1.18	334	30	8.98	26690000	890000	4.00	afisha-main
2021-03-09	Test API Sandbox campaign 1	1.22	390	44	11.28	11190000	250000	2.89	agrobiznes.ru
2021-03-09	Test API Sandbox campaign 1	1.00	382	27	7.07	16020000	590000	2.37	alexmart2.narod.ru
2021-03-09	Test API Sandbox campaign 1	1.22	104	26	25.00	9920000	380000	2.00	alexmart2.narod.ru
2021-03-09	Test API Sandbox campaign 1	1.20	1108	76	6.86	58470000	770000	4.20	androids-apps
2021-03-09	Test API Sandbox campaign 1	1.16	1248	68	5.45	44240000	650000	1.93	androids-apps
2021-03-09	Test API Sandbox campaign 1	1.19	344	51	14.83	34830000	680000	3.50	aportru-search
2021-03-09	Test API Sandbox campaign 1	1.19	383	46	12.01	21100000	460000	3.80	aportru-search
2021-03-09	Test API Sandbox campaign 1	1.18	455	90	19.78	26190000	290000	2.23	asdasd
2021-03-09	Test API Sandbox campaign 1	1.00	52	4	7.69	1020000	250000	3.00	asdasd
2021-03-09	Test API Sandbox campaign 1	1.20	844	204	24.17	105760000	520000	2.07	auto-brands
2021-03-09	Test API Sandbox campaign 1	1.00	1028	40	3.89	38640000	970000	4.14	auto.ru
2021-03-09	Test API Sandbox campaign 1	--	82	0	0.00	0	--	--	auto.ru
2021-03-09	Test API Sandbox campaign 1	1.19	548	90	16.42	47670000	530000	4.16	autobiznes.ru
2021-03-09	Test API Sandbox campaign 1	1.18	64	30	46.88	15250000	510000	3.00	autobiznes.ru
2021-03-09	Test API Sandbox campaign 1	1.25	282	22	7.80	13980000	640000	3.00	bankir.ru
2021-03-09	Test API Sandbox campaign 1	1.21	764	102	13.35	61530000	600000	2.74	bankir.ru
2021-03-09	Test API Sandbox campaign 1	1.12	275	11	4.00	9790000	890000	3.80	bankir.ru
2021-03-09	Test API Sandbox campaign 1	1.19	378	46	12.17	25420000	550000	3.72	bankir.ru
2021-03-09	Test API Sandbox campaign 1	1.00	68	2	2.94	760000	380000	4.00	bar.yandex.ru
2021-03-09	Test API Sandbox campaign 1	1.22	740	89	12.03	87460000	980000	4.00	bar.yandex.ru
2021-03-09	Test API Sandbox campaign 1	1.24	218	39	17.89	12200000	310000	4.16	bibika.ru
2021-03-09	Test API Sandbox campaign 1	1.18	812	30	3.69	7630000	250000	2.17	bibika.ru
2021-03-09	Test API Sandbox campaign 1	1.13	232	21	9.05	16270000	770000	2.50	bigmir-search-test
2021-03-09	Test API Sandbox campaign 1	1.16	269	50	18.59	38390000	770000	3.17	bigmir-search-test
2021-03-09	Test API Sandbox campaign 1	1.20	356	68	19.10	56440000	830000	2.17	business.yandex.ru
2021-03-09	Test API Sandbox campaign 1	1.21	762	82	10.76	41690000	510000	2.17	business.yandex.ru
2021-03-09	Test API Sandbox campaign 1	1.19	706	82	11.61	51100000	620000	3.12	cards-category
2021-03-09	Test API Sandbox campaign 1	1.15	368	54	14.67	37370000	690000	2.38	catalogue-main
2021-03-09	Test API Sandbox campaign 1	1.20	2556	72	2.82	19320000	270000	2.93	cooking.ru
2021-03-09	Test API Sandbox campaign 1	1.25	104	20	19.23	7630000	380000	1.00	cooking.ru
2021-03-09	Test API Sandbox campaign 1	1.00	786	11	1.40	8520000	770000	2.11	dict-search
2021-03-09	Test API Sandbox campaign 1	1.19	732	39	5.33	24790000	640000	4.47	dict-search
2021-03-09	Test API Sandbox campaign 1	1.00	976	20	2.05	12080000	600000	2.13	direct-phrase-pick
2021-03-09	Test API Sandbox campaign 1	1.12	820	128	15.61	112880000	880000	2.00	direct-rank-forecast
2021-03-09	Test API Sandbox campaign 1	1.23	318	34	10.69	20850000	610000	2.43	direct-rank-forecast
2021-03-09	Test API Sandbox campaign 1	1.22	1032	178	17.25	111360000	630000	4.00	direct-rank-rambler
2021-03-09	Test API Sandbox campaign 1	1.21	390	78	20.00	23640000	300000	2.18	direct-rank-rambler
2021-03-09	Test API Sandbox campaign 1	1.21	1596	130	8.15	66610000	510000	3.24	ertertert.test.ru
2021-03-09	Test API Sandbox campaign 1	1.17	1126	60	5.33	28600000	480000	1.75	eurovision.yandex.ru
2021-03-09	Test API Sandbox campaign 1	1.11	66	12	18.18	4070000	340000	1.10	eurovision.yandex.ru
2021-03-09	Test API Sandbox campaign 1	1.18	85	15	17.65	11440000	760000	5.00	forexpf.ru
2021-03-09	Test API Sandbox campaign 1	1.12	462	29	6.28	15510000	530000	4.36	forexpf.ru
2021-03-09	Test API Sandbox campaign 1	1.13	151	28	18.54	22370000	800000	3.09	ghjghjg
2021-03-09	Test API Sandbox campaign 1	1.18	188	80	42.55	44750000	560000	3.80	ghjghjg
2021-03-09	Test API Sandbox campaign 1	1.15	193	38	19.69	20080000	530000	2.19	goon.ru
2021-03-09	Test API Sandbox campaign 1	1.20	509	56	11.00	24150000	430000	2.31	goon.ru
2021-03-09	Test API Sandbox campaign 1	1.22	182	24	13.19	6100000	250000	5.00	holodilnik.ru
2021-03-09	Test API Sandbox campaign 1	1.22	826	94	11.38	38140000	410000	4.35	holodilnik.ru
2021-03-09	Test API Sandbox campaign 1	1.20	487	112	23.00	63810000	570000	1.63	holyday-category
2021-03-09	Test API Sandbox campaign 1	1.17	268	17	6.34	12580000	740000	1.60	holyday-main
2021-03-09	Test API Sandbox campaign 1	1.17	347	49	14.12	37500000	770000	2.53	holyday-main
2021-03-09	Test API Sandbox campaign 1	1.20	467	37	7.92	28600000	770000	2.30	images.yandex.ru
2021-03-09	Test API Sandbox campaign 1	1.18	540	23	4.26	18310000	800000	4.20	images.yandex.ru
2021-03-09	Test API Sandbox campaign 1	1.13	1333	57	4.28	33940000	600000	1.81	images.yandex.ru
2021-03-09	Test API Sandbox campaign 1	1.14	910	18	1.98	18810000	1050000	1.75	itnews.com.ua
2021-03-09	Test API Sandbox campaign 1	1.17	1364	126	9.24	64070000	510000	2.16	itnews.com.ua
2021-03-09	Test API Sandbox campaign 1	1.20	804	24	2.99	12200000	510000	2.00	klerk.ru
2021-03-09	Test API Sandbox campaign 1	1.23	1322	128	9.68	51610000	400000	4.38	klerk.ru
2021-03-09	Test API Sandbox campaign 1	1.13	219	44	20.09	33560000	760000	4.24	klerk.ru
2021-03-09	Test API Sandbox campaign 1	1.18	807	55	6.82	15890000	290000	2.58	klerk.ru
2021-03-09	Test API Sandbox campaign 1	1.25	440	10	2.27	2540000	250000	5.00	lego
2021-03-09	Test API Sandbox campaign 1	1.00	744	26	3.49	27970000	1080000	2.16	lego
2021-03-09	Test API Sandbox campaign 1	1.25	171	26	15.20	10420000	400000	1.86	lita.ru
2021-03-09	Test API Sandbox campaign 1	1.20	1213	85	7.01	64580000	760000	2.62	lita.ru
2021-03-09	Test API Sandbox campaign 1	1.17	572	73	12.76	29110000	400000	2.93	m.images.yandex.ru
2021-03-09	Test API Sandbox campaign 1	1.15	924	34	3.68	20080000	590000	4.78	mail.ru
2021-03-09	Test API Sandbox campaign 1	--	294	0	0.00	0	--	--	mail.ru
2021-03-09	Test API Sandbox campaign 1	1.25	60	10	16.67	2540000	250000	4.00	mail.yandex.ru
2021-03-09	Test API Sandbox campaign 1	1.23	304	97	31.91	40680000	420000	3.28	mail.yandex.ru
2021-03-09	Test API Sandbox campaign 1	1.20	463	129	27.86	126610000	980000	2.49	mail.yandex.ru
2021-03-09	Test API Sandbox campaign 1	1.17	486	16	3.29	6100000	380000	3.00	maps-beta
2021-03-09	Test API Sandbox campaign 1	1.15	2310	144	6.23	81360000	560000	3.88	maps-beta
2021-03-09	Test API Sandbox campaign 1	1.24	1932	42	2.17	10680000	250000	2.88	maps-index
2021-03-09	Test API Sandbox campaign 1	1.21	1814	82	4.52	25810000	310000	2.91	maps-others
2021-03-09	Test API Sandbox campaign 1	1.14	302	79	26.16	21740000	280000	4.08	maps-traffic
2021-03-09	Test API Sandbox campaign 1	1.14	254	58	22.83	57200000	990000	4.67	maps.yandex.ru
2021-03-09	Test API Sandbox campaign 1	1.25	73	16	21.92	8260000	520000	3.08	maps.yandex.ru
2021-03-09	Test API Sandbox campaign 1	1.19	1624	144	8.87	123810000	860000	1.24	maps.yandex.ru
2021-03-09	Test API Sandbox campaign 1	1.22	78	24	30.77	15250000	640000	1.00	maps.yandex.ru
2021-03-09	Test API Sandbox campaign 1	1.19	144	42	29.17	19830000	470000	3.89	maps.yandex.ru
2021-03-09	Test API Sandbox campaign 1	1.20	594	78	13.13	31020000	400000	1.21	maps.yandex.ru
2021-03-09	Test API Sandbox campaign 1	1.23	1714	144	8.40	39920000	280000	3.86	maps.yandex.ru
2021-03-09	Test API Sandbox campaign 1	1.14	864	18	2.08	4580000	250000	5.00	maps.yandex.ru
2021-03-09	Test API Sandbox campaign 1	1.18	914	92	10.07	66610000	720000	3.00	market-category-models
2021-03-09	Test API Sandbox campaign 1	1.17	626	100	15.97	68900000	690000	2.00	market-main
2021-03-09	Test API Sandbox campaign 1	1.06	406	21	5.17	12460000	590000	3.33	med-lib.ru
2021-03-09	Test API Sandbox campaign 1	1.18	314	30	9.55	19070000	640000	3.69	med-lib.ru
2021-03-09	Test API Sandbox campaign 1	1.21	1062	76	7.16	34320000	450000	2.19	medprom.ru
2021-03-09	Test API Sandbox campaign 1	1.22	499	38	7.62	22880000	600000	4.69	medprom.ru
2021-03-09	Test API Sandbox campaign 1	1.22	1168	176	15.07	122030000	690000	4.62	moikrug-main
2021-03-09	Test API Sandbox campaign 1	1.18	156	30	19.23	9660000	320000	1.46	moikrug-main
2021-03-09	Test API Sandbox campaign 1	1.18	247	16	6.48	4070000	250000	1.00	money-cards
2021-03-09	Test API Sandbox campaign 1	1.19	973	63	6.47	31910000	510000	2.96	money-cards
2021-03-09	Test API Sandbox campaign 1	1.12	508	39	7.68	13730000	350000	1.33	money-main
2021-03-09	Test API Sandbox campaign 1	1.17	421	31	7.36	18560000	600000	4.77	money-p2p
2021-03-09	Test API Sandbox campaign 1	1.13	416	40	9.62	26690000	670000	2.35	money-p2p
2021-03-09	Test API Sandbox campaign 1	1.15	504	62	12.30	54920000	890000	4.12	money-prepaid
2021-03-09	Test API Sandbox campaign 1	1.14	25	9	36.00	2290000	250000	5.00	money-prepaid
2021-03-09	Test API Sandbox campaign 1	1.19	474	98	20.68	54920000	560000	3.10	money-shops
2021-03-09	Test API Sandbox campaign 1	1.00	305	4	1.31	4320000	1080000	2.33	money-shops
2021-03-09	Test API Sandbox campaign 1	1.14	451	44	9.76	35340000	800000	2.19	narod-disk
2021-03-09	Test API Sandbox campaign 1	1.15	231	17	7.36	16780000	990000	3.57	narod-disk
2021-03-09	Test API Sandbox campaign 1	1.15	611	17	2.78	9660000	570000	4.60	news-category
2021-03-09	Test API Sandbox campaign 1	1.19	691	43	6.22	34830000	810000	2.70	news-category
2021-03-09	Test API Sandbox campaign 1	1.16	824	85	10.32	62920000	740000	3.00	news-main
2021-03-09	Test API Sandbox campaign 1	1.18	910	98	10.77	25300000	260000	1.51	news-search
2021-03-09	Test API Sandbox campaign 1	1.18	253	59	23.32	55040000	930000	2.50	old.yandex.ru
2021-03-09	Test API Sandbox campaign 1	1.16	936	41	4.38	17540000	430000	2.64	old.yandex.ru
2021-03-09	Test API Sandbox campaign 1	1.15	1102	102	9.26	76270000	750000	4.91	olymp2010.yandex.ru
2021-03-09	Test API Sandbox campaign 1	1.20	1830	116	6.34	122540000	1060000	4.36	olymp2010.yandex.ru
2021-03-09	Test API Sandbox campaign 1	1.13	810	73	9.01	59750000	820000	2.24	online.ua
2021-03-09	Test API Sandbox campaign 1	1.20	2798	280	10.01	156610000	560000	3.40	order-state
2021-03-09	Test API Sandbox campaign 1	1.10	251	13	5.18	6860000	530000	2.50	oren.ru
2021-03-09	Test API Sandbox campaign 1	1.19	404	70	17.33	52120000	740000	2.87	oren.ru
2021-03-09	Test API Sandbox campaign 1	1.16	1656	168	10.14	61020000	360000	3.14	ozbor.narod.ru
2021-03-09	Test API Sandbox campaign 1	1.22	288	26	9.03	23140000	890000	5.00	palmq.ru
2021-03-09	Test API Sandbox campaign 1	1.19	680	52	7.65	15250000	290000	3.05	palmq.ru
2021-03-09	Test API Sandbox campaign 1	1.17	652	33	5.06	23640000	720000	1.38	partner.yandex.ru
2021-03-09	Test API Sandbox campaign 1	1.17	491	32	6.52	16270000	510000	1.00	partner.yandex.ru
2021-03-09	Test API Sandbox campaign 1	1.12	1099	67	6.10	21230000	320000	1.14	pda-afisha-main
2021-03-09	Test API Sandbox campaign 1	1.17	66	8	12.12	2030000	250000	1.00	pda-afisha-main
2021-03-09	Test API Sandbox campaign 1	1.19	1395	105	7.53	36230000	350000	3.59	pda-blogs
2021-03-09	Test API Sandbox campaign 1	1.18	324	60	18.52	15250000	250000	5.00	pda-mail-done
2021-03-09	Test API Sandbox campaign 1	1.20	792	172	21.72	110850000	640000	1.73	pda-mail-done
2021-03-09	Test API Sandbox campaign 1	1.08	359	32	8.91	19320000	600000	1.52	pda-maps-address
2021-03-09	Test API Sandbox campaign 1	1.18	147	13	8.84	11570000	890000	3.73	pda-maps-address
2021-03-09	Test API Sandbox campaign 1	1.25	234	11	4.70	8390000	760000	3.00	pda-maps-main
2021-03-09	Test API Sandbox campaign 1	1.19	511	102	19.96	85420000	840000	4.66	pda-maps-main
2021-03-09	Test API Sandbox campaign 1	1.16	537	36	6.70	27970000	780000	4.00	pda-maps-metro
2021-03-09	Test API Sandbox campaign 1	1.18	235	64	27.23	36100000	560000	1.00	pda-maps-metro
2021-03-09	Test API Sandbox campaign 1	1.22	180	24	13.33	15000000	620000	4.79	pda1.ru
2021-03-09	Test API Sandbox campaign 1	1.21	773	40	5.17	36230000	910000	4.53	pda1.ru
2021-03-09	Test API Sandbox campaign 1	1.21	736	74	10.05	27200000	370000	3.79	play-other
2021-03-09	Test API Sandbox campaign 1	1.00	88	4	4.55	2540000	640000	5.00	play-other
2021-03-09	Test API Sandbox campaign 1	1.20	1038	24	2.31	14750000	610000	1.00	povodok.ru
2021-03-09	Test API Sandbox campaign 1	1.20	1210	118	9.75	59490000	500000	2.00	povodok.ru
2021-03-09	Test API Sandbox campaign 1	1.18	996	124	12.45	68640000	550000	1.45	povodok.ru
2021-03-09	Test API Sandbox campaign 1	1.19	859	96	11.18	77800000	810000	2.98	product.ru
2021-03-09	Test API Sandbox campaign 1	1.17	820	60	7.32	31270000	520000	3.31	rasp.yandex.ru
2021-03-09	Test API Sandbox campaign 1	1.14	330	9	2.73	3050000	340000	4.50	rasp.yandex.ru
2021-03-09	Test API Sandbox campaign 1	1.17	535	59	11.03	41820000	710000	3.98	referer-info
2021-03-09	Test API Sandbox campaign 1	1.10	310	27	8.71	22880000	850000	2.00	referer-info
2021-03-09	Test API Sandbox campaign 1	1.20	238	12	5.04	6860000	570000	5.00	salon.su
2021-03-09	Test API Sandbox campaign 1	1.23	471	75	15.92	30510000	410000	3.32	salon.su
2021-03-09	Test API Sandbox campaign 1	1.09	2820	90	3.19	43220000	480000	4.00	sarafan.ru
2021-03-09	Test API Sandbox campaign 1	1.25	64	22	34.38	13980000	640000	2.00	sarafan.ru
2021-03-09	Test API Sandbox campaign 1	1.21	1306	194	14.85	107030000	550000	2.73	sdfsfsdfsd.test.yandex.ru
2021-03-09	Test API Sandbox campaign 1	1.21	288	76	26.39	30000000	390000	3.25	search.3dnews.ru
2021-03-09	Test API Sandbox campaign 1	1.22	373	24	6.43	9150000	380000	4.00	search.3dnews.ru
2021-03-09	Test API Sandbox campaign 1	1.18	1442	266	18.45	79830000	300000	1.66	search.bigmir.net
2021-03-09	Test API Sandbox campaign 1	1.19	1625	122	7.51	119620000	980000	1.83	sota1.ru
2021-03-09	Test API Sandbox campaign 1	1.07	534	36	6.74	16780000	470000	3.48	tamognia.ru
2021-03-09	Test API Sandbox campaign 1	1.20	354	28	7.91	7120000	250000	2.00	tamognia.ru
2021-03-09	Test API Sandbox campaign 1	1.22	297	60	20.20	22880000	380000	2.88	tel.yandex.ru
2021-03-09	Test API Sandbox campaign 1	1.17	1944	132	6.79	99920000	760000	2.24	telegraf.by
2021-03-09	Test API Sandbox campaign 1	1.22	754	64	8.49	49320000	770000	4.00	telegraf.by
2021-03-09	Test API Sandbox campaign 1	1.15	1606	108	6.72	43470000	400000	2.80	test4.yandex.ru
2021-03-09	Test API Sandbox campaign 1	1.25	66	22	33.33	5590000	250000	4.00	test4.yandex.ru
2021-03-09	Test API Sandbox campaign 1	1.14	402	36	8.96	38640000	1070000	3.87	travel.ru
2021-03-09	Test API Sandbox campaign 1	1.15	872	102	11.70	52120000	510000	3.00	travel.ru
2021-03-09	Test API Sandbox campaign 1	1.20	2104	224	10.65	184070000	820000	3.38	tv-main
2021-03-09	Test API Sandbox campaign 1	1.12	1930	58	3.01	38390000	660000	1.32	uaportal.com
2021-03-09	Test API Sandbox campaign 1	1.18	290	62	21.38	34580000	560000	2.59	vashdom.ru
2021-03-09	Test API Sandbox campaign 1	1.19	710	42	5.92	20470000	490000	2.50	vashdom.ru
2021-03-09	Test API Sandbox campaign 1	1.09	768	80	10.42	45000000	560000	3.41	vashdom.ru
2021-03-09	Test API Sandbox campaign 1	1.20	467	75	16.06	46780000	620000	4.00	weather.yandex.ru
2021-03-09	Test API Sandbox campaign 1	1.19	105	22	20.95	9410000	430000	2.63	weather.yandex.ru
2021-03-09	Test API Sandbox campaign 1	1.15	1534	35	2.28	32540000	930000	4.23	webmaster-addurl
2021-03-09	Test API Sandbox campaign 1	1.00	222	4	1.80	1020000	250000	4.00	webmaster-addurl
2021-03-09	Test API Sandbox campaign 1	1.20	288	24	8.33	24410000	1020000	2.00	werwe.test.yandex.ru
2021-03-09	Test API Sandbox campaign 1	1.18	436	40	9.17	38140000	950000	4.29	werwe.test.yandex.ru
2021-03-09	Test API Sandbox campaign 1	1.14	40	10	25.00	5080000	510000	4.00	werwerwerwe.yandex.ru
2021-03-09	Test API Sandbox campaign 1	1.17	308	34	11.04	19320000	570000	2.93	werwerwerwe.yandex.ru
2021-03-09	Test API Sandbox campaign 1	1.17	560	96	17.14	45380000	470000	3.98	www.nigma.ru
2021-03-09	Test API Sandbox campaign 1	1.15	540	72	13.33	60510000	840000	3.93	yaca.yandex.ru
2021-03-09	Test API Sandbox campaign 1	1.20	38	14	36.84	5340000	380000	5.00	yaca.yandex.ru
2021-03-09	Test API Sandbox campaign 1	1.19	2598	264	10.16	225760000	860000	4.26	yandex-search-test
2021-03-10	Test API Sandbox campaign 1	1.15	1260	170	13.49	138560000	820000	5.00	yandex.ru (главная страница)
2021-03-10	Test API Sandbox campaign 1	1.22	3540	360	10.17	213560000	590000	3.13	yandex.ru (главная страница)
2021-03-10	Test API Sandbox campaign 1	1.16	1106	88	7.96	60000000	680000	1.79	yandex.ru (главная страница)
2021-03-10	Test API Sandbox campaign 1	1.23	282	62	21.99	15760000	250000	5.00	yandex.ru (главная страница)
2021-03-10	Test API Sandbox campaign 1	1.23	1550	142	9.16	56440000	400000	3.54	yandex.ru (главная страница)
2021-03-10	Test API Sandbox campaign 1	--	70	0	0.00	0	--	--	yandex.ru (главная страница)
2021-03-10	Test API Sandbox campaign 1	1.15	781	62	7.94	23770000	380000	3.62	yandex.ru (главная страница)
2021-03-10	Test API Sandbox campaign 1	1.22	176	52	29.55	26440000	510000	5.00	yandex.ru (главная страница)
2021-03-10	Test API Sandbox campaign 1	1.24	680	100	14.71	76270000	760000	3.63	yandex.ru (главная страница)
2021-03-10	Test API Sandbox campaign 1	1.00	129	6	4.65	1530000	250000	5.00	yandex.ru (главная страница)
2021-03-10	Test API Sandbox campaign 1	1.07	310	16	5.16	12200000	760000	3.69	yandex.ru (главная страница)
2021-03-10	Test API Sandbox campaign 1	1.19	1139	48	4.21	18810000	390000	4.45	yandex.ru (главная страница)
